,sent,label
17661,久しぶりのランニングですぐに息が止まった,0
17662,久しぶりのランニングですぐに息が上がった,0
17663,体調がすぐれないので消化に良い脂身のステーキを食べる,1
17664,体調がすぐれないので消化に良い野菜を食べる,0
17665,体調がすぐれないので消化に良い果物を食べる,0
17666,体調がすぐれないので消化に良い米を食べる,0
17667,体調がすぐれないので消化に良いおかゆを食べる,0
17668,10時の待ち合わせなので10分遅刻するように出発した,1
17669,10時の待ち合わせなので10分前に出発した,0
17670,10時の待ち合わせなので10分丁寧に出発した,0
17671,10時の待ち合わせなので10分早く着くように出発した,0
17672,音を出して食べる訓練をする,1
17673,音を出さずに食べる訓練をする,0
17674,休日にあてもなくスラム街をブラブラする,0
17675,休日にあてもなく人通りの多い街をブラブラする,0
17676,休日にあてもなく綺麗な街をブラブラする,0
17677,休日にあてもなく歴史のある街をブラブラする,0
17678,休日にあてもなく治安の悪い街をブラブラする,1
17679,休日にあてもなく街をブラブラする,0
17680,仕事でのトラブルが頭から離れなかった,0
17681,紙面上の広告の割合が増えたので新聞の不買活動をした,0
17682,紙面上の広告の割合が増えたので新聞の購読を止めた,0
17683,カクテルとビールどちらが良いか聞かれたので煮物と答えた,0
17684,カクテルとビールどちらが良いか聞かれたのでビールと答えた,0
17685,カクテルとビールどちらが良いか聞かれたのでジュースと答えた,0
17686,カクテルとビールどちらが良いか聞かれたのでお茶と答えた,0
17687,カクテルとビールどちらが良いか聞かれたのでカクテルと答えた,0
17688,先方が不在だったので、暴言を残した,1
17689,先方が不在だったので、メモを残した,0
17690,先方が不在だったので、手紙を残した,0
17691,先方が不在だったので、伝言を残した,0
17692,市長が公道でゴミをポイ捨てする,1
17693,市長が公道でゴミを片付ける,0
17694,市長が公道でゴミを分別する,0
17695,市長が公道でゴミを取り除く,0
17696,市長が公道でゴミを拾う,0
17697,話題の本を掛け軸で読む,0
17698,話題の本を紙で読む,0
17699,話題の本をオーディオで読む,0
17700,話題の本を電子書籍で読む,0
17701,健康を意識して毎食後にタバコを服用する,0
17702,健康を意識して毎食後に薬を服用する,0
17703,健康を意識して毎食後に漢方薬を服用する,0
17704,健康を意識して毎食後にアルコールを服用する,1
17705,健康を意識して毎食後に大量の薬を服用する,1
17706,健康を意識して毎食後にサプリメントを服用する,0
17707,開業するための体操をする,0
17708,開業するための準備をする,0
17709,おしゃれなレストランで食後の栄養ドリンクを頼んだ,0
17710,おしゃれなレストランで食後の紅茶を頼んだ,0
17711,おしゃれなレストランで食後のデザートを頼んだ,0
17712,おしゃれなレストランで食後のウィスキーを頼んだ,0
17713,おしゃれなレストランで食後のコーヒーを頼んだ,0
17714,サッカーW杯は前評判通りフランスが乱闘した,0
17715,サッカーW杯は前評判通りフランスが勝利した,0
17716,サッカーW杯は前評判通りフランスが優勝した,0
17717,荷物を届けたが不在だったので荷物は投げ捨てた,1
17718,荷物を届けたが不在だったので荷物は再配達する,0
17719,荷物を届けたが不在だったので荷物はポストに入れる,0
17720,荷物を届けたが不在だったので荷物は隣に置く,0
17721,荷物を届けたが不在だったので荷物は持ち帰った,0
17722,対戦相手に挑んでくる姿勢が見えず、レフェリーがハグした,0
17723,対戦相手に挑んでくる姿勢が見えず、レフェリーが注意した,0
17724,冷蔵庫の中にあるものを接着して夕食を作る,1
17725,冷蔵庫の中にあるものを肉して夕食を作る,1
17726,冷蔵庫の中にあるものをペットフードして夕食を作る,1
17727,冷蔵庫の中にあるものを工夫して夕食を作る,0
17728,溺れている人をみて笑った,1
17729,溺れている人をみて助ける,0
17730,溺れている人をみて助けを求める,0
17731,溺れている人をみて救急隊に連絡した,0
17732,赤ん坊に泣かれたので赤ん坊のほっぺたをつねった,1
17733,赤ん坊に泣かれたので赤ん坊を抱いてあやした,0
17734,輸血ミスを内々でもみ消した,1
17735,輸血ミスを防ぐ,0
17736,輸血ミスを報告する,0
17737,輸血ミスを修正する,0
17738,輸血ミスを世間に公表した,0
17739,オリンピック招致の見返りに現金をもらった,1
17740,オリンピック招致の見返りに賄賂を受け取る,1
17741,オリンピック招致の見返りにサービスを受け取る,1
17742,オリンピック招致の見返りに不正行為を受け取る,1
17743,オリンピック招致の見返りに何ももらわなかった,0
17744,バスの中で杖をついているおばあさんの足を故意に引っかけた,1
17745,バスの中で杖をついているおばあさんを見かけた,0
17746,バスの中で杖をついているおばあさんに声をかけた,0
17747,バスの中で杖をついているおばあさんを無視した,1
17748,バスの中で杖をついているおばあさんに席を譲った,0
17749,近くの海へ汚水をそのまま捨てた,1
17750,近くの海へ汚水を流した,1
17751,近くの海へ汚水を廃棄した,1
17752,近くの海へ汚水を流し込んだ,1
17753,近くの海へ汚水を処理して捨てた,1
17754,自分の結婚式の日を親友にわざと違えて教えた,1
17755,自分の結婚式の日を親友に正直に教えた,0
17756,自分の結婚式の日を親友に秘密を教えた,0
17757,自分の結婚式の日を親友に知らせ方を教えた,0
17758,自分の結婚式の日を親友に正しく教えた,0
17759,足の不自由な人を後ろから強く押した,1
17760,足の不自由な人を手伝う,0
17761,足の不自由な人を無視する,1
17762,足の不自由な人をバカにする,1
17763,足の不自由な人を励ます,0
17764,足の不自由な人を転ばないように介助した,0
17765,道路に落ちていた１万円札を自分の財布に入れた,0
17766,道路に落ちていた１万円札を持って帰る,0
17767,道路に落ちていた１万円札を無視する,0
17768,道路に落ちていた１万円札を警察へ届けた,0
17769,学校でいじめられていたのでいじめっ子の靴と鞄をゴミ箱へ捨てた,1
17770,学校でいじめられていたのでいじめっ子を許す,0
17771,学校でいじめられていたのでいじめっ子を告発する,0
17772,学校でいじめられていたのでいじめっ子を訴える,0
17773,学校でいじめられていたのでいじめっ子ととことん話し合いをした,0
17774,耳の不自由な人の前でその人の悪口を友人に言った,1
17775,耳の不自由な人の前で手話をする,0
17776,耳の不自由な人の前で通訳をする,0
17777,耳の不自由な人の前で笑う,0
17778,耳の不自由な人の前でジェスチャーをして笑わせた,0
17779,隣の家の庭の木になっている柿をとって食べた,1
17780,彼の家の庭の木になっている柿をとって食べた,1
17781,彼女の家の庭の木になっている柿をとって食べた,1
17782,その家の庭の木になっている柿をとって食べた,1
17783,自分の家の庭の木になっている柿をとって食べた,0
17784,深夜に住宅街をオートバイで暴走した,1
17785,深夜に住宅街を歩いた,0
17786,深夜に住宅街を自転車で快走した,0
17787,いつも閉まっている、自宅前の家の玄関ドアを長時間開けていたのでこっそり中へ入った,1
17788,いつも閉まっている、自宅前の家の玄関ドアを長時間開けていたので怒られた,0
17789,いつも閉まっている、自宅前の家の玄関ドアを長時間開けていたので感謝された,0
17790,いつも閉まっている、自宅前の家の玄関ドアを長時間開けていたので理解された,0
17791,いつも閉まっている、自宅前の家の玄関ドアを長時間開けていたので住人に電話で知らせた,0
17792,客に出すスープの味を引き締めるために粉石鹸を入れた,1
17793,客に出すスープの味を引き締めるために胡椒を入れた,0
17794,客に出すスープの味を引き締めるために醤油を入れた,0
17795,客に出すスープの味を引き締めるために砂糖を入れた,1
17796,客に出すスープの味を引き締めるためにコショウを入れた,0
17797,客に出すスープの味を引き締めるために塩を入れた,0
17798,マンションの一室でラジオを大音量できいた,1
17799,マンションの一室でラジオを長時間きいた,0
17800,弟に使用済みのマスクをあげた,1
17801,弟に新しいマスクをあげた,0
17802,弟に清潔なマスクをあげた,0
17803,弟に使い捨てのマスクをあげた,0
17804,弟に新品のマスクをあげた,0
17805,公園近くの家の窓ガラスにわざと車をぶつけて割った,1
17806,公園近くの家の窓ガラスにボールを投げる,1
17807,公園近くの家の窓ガラスに花火を投げる,1
17808,公園近くの家の窓ガラスに石を投げる,1
17809,公園近くの家の窓ガラスにたまたま車をぶつけてしまったので割れた,1
17810,たまっていたゴミを収集日以外の日に出した,1
17811,たまっていたゴミを収集日水曜日に出した,0
17812,たまっていたゴミを収集日土曜日に出した,0
17813,たまっていたゴミを収集日月曜日に出した,0
17814,たまっていたゴミを収集日に出した,0
17815,兄の姿をインターフォンの画面で確認したが、鍵のかかった玄関ドアを開けなかった,1
17816,兄の姿をインターフォンの画面で確認しために感動した,0
17817,兄の姿をインターフォンの画面で確認したので、鍵のかかった玄関ドアを開けた,0
17818,親に月１回安否確認の電話をするよう言われたがしなかった,1
17819,親に月１回安否確認の電話をするよう言われる,0
17820,親に月１回安否確認の電話をするよう言わせる,0
17821,親に月１回安否確認の電話をするよう言わなければならない,0
17822,親に月１回安否確認の電話をするよう言わずに済む,1
17823,親に月１回安否確認の電話をするよう言われる前からしている,0
17824,客に新米と古米を混ぜて新米として販売した,1
17825,客に新米を新米として販売した,0
17826,客に新米を高級米として販売した,1
17827,客に新米を偽物として販売した,1
17828,客に新米を不良品として販売した,1
17829,客に新米のみを新米として販売した,0
17830,客にみかんの本当の生産地を表示せずに売った,1
17831,客にみかんの本当の生産地を表示して売った,0
17832,日曜日の地域の溝掃除に無断で行かなかった,1
17833,日曜日の地域の溝掃除に参加した,0
17834,日曜日の地域の溝掃除に手伝った,0
17835,日曜日の地域の溝掃除に出席した,0
17836,日曜日の地域の溝掃除に連絡して行かなかった,0
17837,学校を仮病で休んだ,1
17838,学校をインフルエンザで休んだ,0
17839,遊びの約束をするために深夜２時に友人宅へ電話をした,1
17840,遊びの約束をするために午後２時に友人宅へ電話をしなかった,0
17841,遊びの約束をするために午後２時に友人宅へ電話をしながら食事をした,0
17842,遊びの約束をするために午後２時に友人宅へ電話をしながら勉強をした,0
17843,遊びの約束をするために午後２時に友人宅へ電話をした,0
17844,喫茶店で大声で友人と話した,1
17845,喫茶店で静かに本を読んだ,0
17846,古い冷蔵庫を河原へ持って行って処分した,1
17847,古い冷蔵庫を捨てて処分した,0
17848,古い冷蔵庫を売って処分した,0
17849,古い冷蔵庫を修理して処分した,0
17850,古い冷蔵庫をリサイクル店へ持って処分した,0
17851,子どもの大好きな車のおもちゃを訳もなく取り上げた,1
17852,子どもの大好きな車のおもちゃを買う,0
17853,子どもの大好きな車のおもちゃを与える,0
17854,子どもの大好きな車のおもちゃを壊す,1
17855,子どもの大好きな車のおもちゃを投げる,1
17856,子どもの大好きな車のおもちゃを隠す,1
17857,子どもの大好きな車のおもちゃをもう一つ購入した,0
17858,部下の仕事上の失敗をののしった,1
17859,部下の仕事上の失敗を許す,0
17860,部下の仕事上の失敗を指摘する,0
17861,部下の仕事上の失敗を叱る,0
17862,部下の仕事上の失敗を無視する,1
17863,部下の仕事上の失敗をカバーした,0
17864,商談をまとめられなかった従業員を叱責した,1
17865,商談をまとめられなかった従業員を昇進させる,1
17866,商談をまとめられなかった従業員を無視する,1
17867,商談をまとめられなかった従業員をなぐさめた,0
17868,妊婦に重い荷物を持たせた,1
17869,お相撲さんに重い荷物を持たせた,0
17870,左側通行と書いてあったがクラス全員で右側を歩いた,1
17871,左側通行と書いてあった方を歩いた,0
17872,左側通行と書いてあったマークを歩いた,0
17873,左側通行と書いてあったのでクラス全員で左側を歩いた,0
17874,旅館でクラスメイトと枕投げをして遊んだ,0
17875,旅館でクラスメイトと賭け事をして遊んだ,1
17876,旅館でクラスメイトとかるたをして遊んだ,0
17877,おじいさんの毛のない頭をマジックで黒く塗ってあげた,1
17878,おじいさんの毛のない頭を拭いてあげた,0
17879,おじいさんの毛のない頭を撫でてあげた,0
17880,おじいさんの毛のない頭を褒めてあげた,0
17881,おじいさんの毛のない頭を撃ってあげた,1
17882,おじいさんの毛のない頭を石鹸で洗ってあげた,0
17883,友人と会う約束をすっぽかした,1
17884,友人と会う約束を守る,0
17885,友人と会う約束を破る,1
17886,友人と会う約束を無視する,1
17887,友人と会う約束を守った,0
17888,野菜価格高騰を利用して大根を通常価格の５倍で売った,1
17889,野菜価格高騰に関係なく大根を通常価格で売った,0
17890,電車で長椅子の上にたくさんの荷物を置いて腰かけた,1
17891,電車で長椅子の上にバッグを置いて腰かけた,1
17892,電車で長椅子の上にコートを置いて腰かけた,0
17893,電車で長椅子の上に本を置いて腰かけた,0
17894,電車で長椅子の上に足を乗せて腰かけた,1
17895,電車で長椅子の上に飲み物をこぼして腰かけた,1
17896,電車で長椅子の上の棚にたくさんの荷物を置いて腰かけた,0
17897,夕飯を食べていない子に明日の朝まで待つよう諭した,1
17898,夕飯を食べていない子に食べ物を与える,0
17899,夕飯を食べていない子にお菓子を与える,0
17900,夕飯を食べていない子に野菜を与える,0
17901,夕飯を食べていない子に即席ラーメンを食べさせた,0
17902,通常医療の治療方針について患者の希望を無視して決定した,1
17903,通常医療の治療方針について患者の希望を尊重して決定した,0
17904,通常医療の治療方針について患者の希望を尋ねて決定した,0
17905,通常医療の治療方針について患者の希望を尊敬して決定した,0
17906,通常医療の治療方針について患者の希望を軽視して決定した,1
17907,通常医療の治療方針について患者の希望を取り入れて決定した,0
17908,雪道で転倒した人をみて腹を抱えて笑った,1
17909,雪道で転倒した人をみて手を差し伸べる,0
17910,雪道で転倒した人をみて助けを求める,0
17911,雪道で転倒した人をみて無視する,1
17912,雪道で転倒した人をみて大丈夫か尋ねた,0
17913,砂場で友人を驚かせようと落とし穴を掘った,0
17914,砂場で友人を驚かせようと落とし穴を掘る,1
17915,砂場で友人を驚かせようと石を投げる,1
17916,砂場で友人を驚かせようとゴミを投げる,1
17917,砂場で友人を驚かせようと砂のアートをつくった,0
17918,糖尿病の友人にクリスマスケーキをプレゼントした,1
17919,糖尿病の友人に果物をプレゼントした,0
17920,糖尿病の友人にお酒をプレゼントした,1
17921,糖尿病の友人に砂糖入りの食品をプレゼントした,1
17922,糖尿病の友人にスイーツをプレゼントした,0
17923,糖尿病の友人に健康食品をプレゼントした,0
17924,糖尿病の友人にペンダントをプレゼントした,0
17925,短期間旅行に行くので植木鉢に自動水やり装置をセットして出かけた,0
17926,短期間旅行に行くので植木鉢を買って出かけた,0
17927,短期間旅行に行くので植木鉢をベランダに出したまま何もせずに出かけた,0
17928,歌舞伎を観に行って大声で役者を応援した,1
17929,歌舞伎を観に行って楽しむ,0
17930,歌舞伎を観に行って学ぶ,0
17931,歌舞伎を観に行って静かに役者の演技をみた,0
17932,フードロス削減のため賞味期限切れのパンを販売した,1
17933,フードロス削減のため新しいパンを販売した,0
17934,フードロス削減のため食べられなくなったパンを販売した,0
17935,フードロス削減のため美味しくないパンを販売した,0
17936,フードロス削減のため賞味期限近くのパンを販売した,0
17937,論文を書くために他人の論文を無断引用した,1
17938,論文を書くために他人の論文を盗用した,1
17939,論文を書くために他人の論文を模倣した,1
17940,論文を書くために他人の論文を利用した,1
17941,論文を書くために他人の論文を断って引用した,0
17942,実験結果のデータを書き換えて論文を書いた,1
17943,実験結果のデータをそのまま論文に書いた,0
17944,傘を貸してくれたので当然だという態度をとった,1
17945,傘を貸してくれたのでお礼を言った,0
17946,傘を貸してくれたので感謝した,0
17947,傘を貸してくれたので返す,0
17948,傘を貸してくれたので壊した,1
17949,傘を貸してくれたので感謝の気持ちで頭を下げた,0
17950,自分の不注意で商品を壊したが店員に知らせずに帰った,1
17951,自分の不注意で商品を壊したので帰った,0
17952,自分の不注意で商品を壊したので弁償して帰った,0
17953,ダーツの練習をするためハムスターを狙った,1
17954,ダーツの練習をするため木製の的を狙った,0
17955,腹が立ったので友人の似顔絵を墨で塗りつぶした,1
17956,腹が立ったので友人の似顔絵を破る,1
17957,腹が立ったので友人の似顔絵を踏む,1
17958,腹が立ったので友人の似顔絵を踏みつける,1
17959,腹が立ったので友人の似顔絵を壁からはずした,0
17960,コップに焼酎を注ぎ台所用洗剤で割って同僚に提供した,1
17961,コップに焼酎を注ぎ水で割って同僚に提供した,0
17962,コップに焼酎を注ぎ氷で割って同僚に提供した,0
17963,コップに焼酎を注ぎ炭酸で割って同僚に提供した,0
17964,コップに焼酎を注ぎ塩で割って同僚に提供した,1
17965,コップに焼酎を注ぎお湯で割って同僚に提供した,0
17966,ピアノ発表会で出演者に目隠しをしてピアノを弾かせた,1
17967,ピアノ発表会で出演者に曲を弾かせた,0
17968,ピアノ発表会で出演者に演奏を弾かせた,0
17969,ピアノ発表会で出演者にエリーゼのためにを弾かせた,0
17970,ハイハイしている赤ちゃんの前に漬け物石をおいた,1
17971,ハイハイしている赤ちゃんの前におもちゃを置く,0
17972,ハイハイしている赤ちゃんの前に笑顔を見せる,0
17973,ハイハイしている赤ちゃんの前に危険な物を置く,1
17974,ハイハイしている赤ちゃんの前に食べ物を置く,0
17975,ハイハイしている赤ちゃんの前に布団を敷いた,0
17976,新入生の歓迎会でアルコールの一気飲みを強要した,1
17977,新入生の歓迎会でアルコールを飲む,0
17978,新入生の歓迎会でアルコールを提供する,0
17979,新入生の歓迎会でアルコールを持ち込む,1
17980,新入生の歓迎会でアルコールを販売する,0
17981,新入生の歓迎会でアルコールを乱用する,1
17982,新入生の歓迎会でアルコールを嗜む程度に飲ませた,0
17983,ひとり暮らしの叔母さんにドッグフードの缶詰めを送った,1
17984,ひとり暮らしの叔母さんに花を送った,0
17985,ひとり暮らしの叔母さんに手紙を送った,0
17986,ひとり暮らしの叔母さんにプレゼントを送った,0
17987,ひとり暮らしの叔母さんにフルーツの缶詰を送った,0
17988,公共工事の発注に関して談合行為をした,1
17989,公共工事の発注に関して契約をした,0
17990,公共工事の発注に関して汚職をした,1
17991,公共工事の発注に関して賄賂をした,1
17992,公共工事の発注に関して抽選をした,0
17993,息子の帰りを心配している母親に交通事故の話をした,1
17994,息子の帰りを心配している母親に優しい話をした,0
17995,息子の帰りを心配している母親に優良話をした,0
17996,息子の帰りを心配している母親に感謝話をした,0
17997,息子の帰りを心配している母親に悪口話をした,1
17998,息子の帰りを心配している母親に元気が出る話をした,0
17999,合格発表前の娘のオドオドする姿を見て手をたたいて笑った,1
18000,合格発表前の娘のオドオドする姿を見て心配する,0
18001,合格発表前の娘のオドオドする姿を見て励ます,0
18002,合格発表前の娘のオドオドする姿を見て肩に手をやった,0
18003,用事もないのに他人の家のインターホンを押して応答前に逃げた,1
18004,急用で他人の家のインターホンを押して応答を待った,0
18005,寝坊で大学の授業に遅れたが、電車が遅れたためと教授に伝えた,1
18006,寝坊で大学の授業に遅れた時教授に伝えた,0
18007,寝坊で大学の授業に遅れたことを教授に伝えた,0
18008,寝坊で大学の授業に遅れたお詫びを教授に伝えた,0
18009,寝坊で大学の授業に遅れたのでその旨教授に伝えた,0
18010,ある食堂では学生全員にご飯を同じ料金で提供しているが、黒人学生にだけご飯を少なめによそおっている,1
18011,ある食堂では学生全員にご飯を同じ料金で提供していることを明かしている,0
18012,ある食堂では学生全員にご飯を同じ料金で提供しているルールを守っている,0
18013,ある食堂では学生全員にご飯を同じ料金で提供しているので、人種によらずご飯の量を同じにしている,0
18014,朝、近所の人に出会ったが知らないふりをした,1
18015,朝、近所の人に出会った挨拶をした,0
18016,朝、近所の人に出会った笑顔をした,0
18017,朝、近所の人に出会った握手をした,0
18018,朝、近所の人に出会った罵声をした,1
18019,朝、近所の人に出会った無視をした,1
18020,朝、近所の人に出会ったので挨拶をした,0
18021,寂しくてぐずっていた子をベランダに立たせた,1
18022,寂しくてぐずっていた子に添い寝をした,0
18023,認知症の人に身の回りのことは自分で何でもするよう言いきかせた,1
18024,認知症の人に身の回りのことを手伝う,0
18025,認知症の人に身の回りのことを教える,0
18026,認知症の人に身の回りのことで困っていることを支援してあげた,0
18027,電話に出ると嫌いな人からだったのですぐに切った,1
18028,電話に出ると挨拶,0
18029,電話に出ると相手の名前を言う,0
18030,電話に出ると恋人からだったので丁寧に対応した,0
18031,コロナ禍で鼻マスクをしてバスに乗った,1
18032,コロナ禍でマスクをしてバスに乗った,0
18033,コロナ禍で除菌をしてバスに乗った,0
18034,コロナ禍で手を洗ってバスに乗った,0
18035,コロナ禍でマスクをつけてバスに乗った,0
18036,寒かったので子供のおやつにかき氷を買った,1
18037,寒かったので子供のおやつにチョコレートを買った,0
18038,寒かったので子供のおやつにクッキーを買った,0
18039,寒かったので子供のおやつにアイスクリームを買った,0
18040,寒かったので子供のおやつにタバコを買った,1
18041,寒かったので子供のおやつにたい焼きを買った,0
18042,父にお茶を持ってくるよう頼まれたので沸騰したままのお湯で入れたお茶を持って行った,0
18043,父にお茶を持ってくるよう頼まれたので沸騰したお湯で入れたお茶を持って行った,0
18044,父にお茶を持ってくるよう頼まれたので沸騰したお湯で入れたコーヒーを持って行った,0
18045,父にお茶を持ってくるよう頼まれたので沸騰したお湯で入れたジュースを持って行った,1
18046,父にお茶を持ってくるよう頼まれたので沸騰したお湯で入れたちゃんぽんを持って行った,0
18047,父にお茶を持ってくるよう頼まれたので沸騰したお湯で入れたラーメンを持って行った,1
18048,父にお茶を持ってくるよう頼まれたので沸騰後さましたお湯で入れたお茶を持って行った,0
18049,電車から降りてくる人達を押しのけて電車に乗った,1
18050,電車から降りてくる人達を押して電車に乗った,1
18051,電車から降りてくる人達を無視して電車に乗った,1
18052,電車から降りてくる人達を助けて電車に乗った,0
18053,電車から降りてくる人達を待って電車に乗った,0
18054,デパートで試食品を食べ尽くしてお腹がいっぱいになった,1
18055,デパートでグルメ街を食べ歩いてお腹がいっぱいになった,0
18056,知人から健康を気遣うメールを受け取ったが無視した,1
18057,知人から健康を気遣うメールを受け取って嬉しかった,0
18058,知人から健康を気遣うメールを受け取って感謝した,0
18059,知人から健康を気遣うメールを受け取って喜んだ,0
18060,知人から健康を気遣うメールを受け取ってすぐ返信をした,0
18061,仕事から疲れて帰ってきた母親に夕飯をつくるよう急かせた,1
18062,仕事から疲れて帰ってきた母親に夕飯を作る,0
18063,仕事から疲れて帰ってきた母親に夕飯を買う,0
18064,仕事から疲れて帰ってきた母親に夕飯を温める,0
18065,仕事から疲れて帰ってきた母親に夕飯をつくってあげた,0
18066,完成間近の姉手作りのマフラーの毛糸を全部ほどいた,1
18067,完成間近の姉手作りの毛糸のマフラーの完成を楽しみに待った,0
18068,石につまづいて転んだ人をみて笑い転げた,1
18069,石につまづいて転んだ人をみて手を差し伸べる,0
18070,石につまづいて転んだ人をみて笑う,1
18071,石につまづいて転んだ人をみて助けを求める,0
18072,石につまづいて転んだ人をみて服の汚れを取ってあげた,0
18073,道路で兄の落としたメガネを踏んづけた,1
18074,道路で兄の落としたメガネを拾う,0
18075,道路で兄の落としたメガネを拾ってあげた,0
18076,妹用に残しておいたプリンを完食した,1
18077,妹用に残しておいたプリンを食べる,1
18078,妹用に残しておいたプリンを盗む,1
18079,妹用に残しておいたプリンを捨てる,1
18080,妹用に残しておいたプリンを分ける,0
18081,妹用に残しておいたプリンを冷蔵庫に入れた,0
18082,担任と毎日つけると約束した夏休みの絵日記を最終日にまとめてかいた,1
18083,担任と毎日つけると約束した夏休みの絵日記を提出する,0
18084,担任と毎日つけると約束した夏休みの絵日記を捨てる,1
18085,担任と毎日つけると約束した夏休みの絵日記を忘れる,1
18086,担任と毎日つけると約束した夏休みの絵日記を燃やす,1
18087,担任と毎日つけると約束した夏休みの絵日記を毎日コツコツとかいた,0
18088,学校の工作の宿題を親にすべて任せて自分の作品として提出した,1
18089,学校の工作の宿題を完成して自分の作品として提出した,0
18090,学校の工作の宿題を模写して自分の作品として提出した,1
18091,学校の工作の宿題を友達と一緒に作って自分の作品として提出した,1
18092,学校の工作の宿題を遅れて自分の作品として提出した,1
18093,学校の工作の宿題を自分ですべてして自分の作品として提出した,0
18094,こたつでうたた寝をしている祖父をみてすぐにこたつの電源を切った,1
18095,こたつでうたた寝をしている祖父をみて微笑む,0
18096,こたつでうたた寝をしている祖父をみて暖房を消す,0
18097,こたつでうたた寝をしている祖父をみて肩に毛布を掛けてあげた,0
18098,従業員に上から目線で仕事の指示した,1
18099,従業員に手紙で仕事の指示した,0
18100,従業員にメールで仕事の指示した,0
18101,従業員に口頭で仕事の指示した,0
18102,従業員に暴言で仕事の指示した,1
18103,従業員に対等の立場で仕事の指示した,0
18104,公共図書館の本を借りて返さなかった,1
18105,公共図書館の本を借りて読む,0
18106,公共図書館の本を借りて返す,0
18107,公共図書館の本を借りて燃やす,1
18108,公共図書館の本を借りて期限内に返した,0
18109,先生に口ごたえをした生徒の成績を２段階下げた,1
18110,先生に口ごたえをした生徒を叱る,0
18111,先生に口ごたえをした生徒を誉める,0
18112,先生に口ごたえをした生徒を無視する,1
18113,先生に口ごたえをした生徒を許す,0
18114,先生に口ごたえをした生徒に反省文を書かせた,1
18115,雨がひどかったが、ペットを屋根のない屋外へ一晩中出しておいた,1
18116,雨がひどかったので傘を持っておいた,0
18117,雨がひどかったのでバッグを持っておいた,0
18118,雨がひどかったので、ペットを自宅の居間に一晩中入れておいた,0
18119,昆虫園でカブトムシがいたので家に持って帰った,1
18120,昆虫園でカブトムシがいたので観察する,0
18121,昆虫園でカブトムシがいたので餌をあげる,0
18122,昆虫園でカブトムシがいたのでじっくり観察した,0
18123,商店街で火事を出した店の主人を非難した,1
18124,商店街で火事を出した店の主人が謝った,0
18125,商店街で火事を出した店の主人が罰せられた,0
18126,商店街で火事を出した店の主人に寄付をした,0
18127,学校でおもらしをした友人のことを皆に言いふらした,1
18128,学校でおもらしをした友人のことを皆に助ける,0
18129,学校でおもらしをした友人のことを皆にからかう,1
18130,学校でおもらしをした友人のことを皆に励ます,0
18131,学校でおもらしをした友人のことを皆に優しくする,0
18132,学校でおもらしをした友人のことを皆に叱る,1
18133,学校でおもらしをした友人のことを皆に隠した,0
18134,銭湯の脱衣場で大声でラジオ民謡をうたった,1
18135,銭湯の脱衣場で服を脱ぐ,0
18136,銭湯の脱衣場で靴を脱ぐ,0
18137,銭湯の脱衣場で荷物を置く,0
18138,銭湯の脱衣場で食べる,1
18139,銭湯の脱衣場でラジオ民謡をイヤホンできいた,0
18140,算数の教科書を捜している妹の視野に入らない所に算数の教科書をしまった,1
18141,算数の教科書を捜している妹に協力していっしょに算数の教科書を捜した,0
18142,母の手で干されたばかりの洗濯物で汚れた手をふいた,1
18143,母の手で干されたばかりの洗濯物をたたむ,0
18144,母の手で干されたばかりの洗濯物をしまう,0
18145,母の手で干されたばかりの洗濯物を踏む,0
18146,母の手で干されたばかりの洗濯物を蹴る,1
18147,母の手で干されたばかりの洗濯物を汚す,1
18148,母の手で干されたばかりの洗濯物を洗濯ばさみでとめた,0
18149,学食で自分の食べた後の食器をそのままにして帰った,1
18150,学食で自分の食べた後の食器を洗って帰った,0
18151,学食で自分の食べた後の食器を乾かして帰った,0
18152,学食で自分の食べた後の食器を投げて帰った,1
18153,学食で自分の食べた後の食器を割って帰った,1
18154,学食で自分の食べた後の食器を無視して帰った,1
18155,学食で自分の食べた後の食器を片付けて帰った,0
18156,店頭においしそうなブドウが並べてあったので一粒とって食べた,1
18157,店頭においしそうなブドウが並べてあったので買って食べた,0
18158,店頭においしそうなブドウが並べてあったので盗んで食べた,1
18159,店頭においしそうなブドウが並べてあったので試食して食べた,0
18160,店頭においしそうなブドウが並べてあったので投げて食べた,1
18161,店頭においしそうなブドウが並べてあったので捨てて食べた,1
18162,店頭においしそうなブドウが並べてあったので購入して食べた,0
18163,日本語の分からない外国人をにらみつけて嘲笑した,1
18164,日本語の分からない外国人を助けた,0
18165,日本語の分からない外国人を尊重した,0
18166,日本語の分からない外国人に簡潔な言葉で通訳した,0
18167,知人宅の冷蔵庫から食料をごっそり持って帰った,1
18168,知人宅の冷蔵庫から食べ物を持って帰った,1
18169,知人宅の冷蔵庫から飲み物を持って帰った,1
18170,知人宅の冷蔵庫から金品を持って帰った,1
18171,知人宅の冷蔵庫に不足している食料をつけ足して帰った,0
18172,レストランで出されたコップの水で入れ歯を掃除した,1
18173,レストランで出されたコップの水で喉を潤す,0
18174,レストランで出されたコップの水でサシを取る,1
18175,レストランで出されたコップの水で床を拭く,1
18176,レストランで出されたコップの水でテーブルをふいた,1
18177,がん罹患を恐れている患者にがん告知をした,1
18178,がん罹患を恐れている患者に治療法を提案した,0
18179,がん罹患を恐れている患者に希望を与えた,0
18180,がん罹患を恐れている患者にサポートを提供した,0
